Umur,Kelas Pekerja,Pekerjaan,Jam per Minggu,Gaji
34,Pemerintah Lokal,Pemuka Agama,35.0,<=7jt
34,Wiraswasta,Pemuka Agama,40.0,<=7jt
17,Wiraswasta,Spesialis,40.0,<=7jt
21,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
53,Wiraswasta,Sales,30.0,<=7jt
35,Pemerintah Lokal,Ekesekutif Managerial,40.0,<=7jt
30,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
43,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
29,Wiraswasta,Mesin Inspeksi,48.0,<=7jt
45,Wiraswasta,Spesialis,40.0,<=7jt
19,Wiraswasta,Sales,40.0,<=7jt
37,Pemerintah Lokal,Penjaga,40.0,<=7jt
38,Wiraswasta,Perbaikan Kerajinan,50.0,<=7jt
32,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,35.0,<=7jt
47,Pemerintah Negara,Supir,40.0,<=7jt
54,Pekerja Bebas Perusahaan,Ekesekutif Managerial,60.0,>7jt
33,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
23,Wiraswasta,Pembersih,40.0,<=7jt
63,Wiraswasta,Spesialis,50.0,<=7jt
59,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
36,Wiraswasta,Petani,40.0,<=7jt
20,Wiraswasta,Petani,40.0,<=7jt
36,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
29,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
49,Wiraswasta,Petani,50.0,<=7jt
19,Wiraswasta,Supir,40.0,<=7jt
61,Pemerintah Negara,Spesialis,40.0,>7jt
35,Pemerintah Provinsi,Pemuka Agama,40.0,<=7jt
30,Wiraswasta,Perbaikan Kerajinan,45.0,<=7jt
25,Pemerintah Negara,Spesialis,20.0,<=7jt
59,Wiraswasta,Asisten Rumah Tangga,15.0,<=7jt
31,Pemerintah Lokal,Penjaga,30.0,<=7jt
44,Wiraswasta,Servis Lainnya,40.0,<=7jt
55,Pemerintah Lokal,Ekesekutif Managerial,40.0,<=7jt
57,Wiraswasta,Sales,3.0,<=7jt
20,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
22,Wiraswasta,Servis Lainnya,50.0,<=7jt
66,Wiraswasta,Spesialis,7.0,<=7jt
39,Wiraswasta,Pemuka Agama,20.0,<=7jt
56,Wiraswasta,Spesialis,40.0,<=7jt
33,Wiraswasta,Perbaikan Kerajinan,45.0,<=7jt
39,Wiraswasta,Tech-support,50.0,<=7jt
50,Wiraswasta,Sales,40.0,<=7jt
33,Pekerja Bebas Bukan Perusahan,Supir,60.0,<=7jt
48,Wiraswasta,Perbaikan Kerajinan,44.0,>7jt
39,Wiraswasta,Pemuka Agama,25.0,<=7jt
31,Wiraswasta,Sales,90.0,>7jt
54,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
29,Wiraswasta,Pembersih,80.0,>7jt
29,Wiraswasta,Pembersih,45.0,<=7jt
33,Wiraswasta,Tech-support,46.0,<=7jt
18,Wiraswasta,Sales,20.0,<=7jt
44,Pemerintah Lokal,Spesialis,40.0,>7jt
51,Wiraswasta,Sales,60.0,<=7jt
31,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
32,Wiraswasta,Supir,80.0,>7jt
77,?,?,35.0,<=7jt
27,Wiraswasta,Pembersih,40.0,<=7jt
30,Wiraswasta,Supir,45.0,<=7jt
23,Wiraswasta,Servis Lainnya,40.0,<=7jt
41,Wiraswasta,Tech-support,25.0,>7jt
31,Wiraswasta,Sales,40.0,<=7jt
38,Wiraswasta,Pemuka Agama,35.0,<=7jt
67,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
30,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
25,Wiraswasta,Servis Lainnya,40.0,<=7jt
33,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
53,Pemerintah Lokal,Tech-support,45.0,>7jt
42,Wiraswasta,Mesin Inspeksi,48.0,<=7jt
41,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
59,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
41,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
29,Wiraswasta,Tech-support,40.0,<=7jt
21,Wiraswasta,Servis Lainnya,8.0,<=7jt
37,Wiraswasta,Ekesekutif Managerial,45.0,>7jt
33,Wiraswasta,Spesialis,35.0,<=7jt
46,Pekerja Bebas Perusahaan,Sales,72.0,>7jt
49,Wiraswasta,Ekesekutif Managerial,75.0,<=7jt
27,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
50,Wiraswasta,Spesialis,40.0,<=7jt
37,Wiraswasta,Pembersih,30.0,<=7jt
20,Wiraswasta,Pemuka Agama,20.0,<=7jt
51,Pekerja Bebas Bukan Perusahan,Sales,44.0,<=7jt
39,Wiraswasta,Pembersih,40.0,>7jt
32,Wiraswasta,Pembersih,40.0,<=7jt
46,Wiraswasta,Petani,55.0,<=7jt
32,Wiraswasta,Servis Lainnya,40.0,<=7jt
29,Wiraswasta,Spesialis,75.0,<=7jt
27,Wiraswasta,Servis Lainnya,40.0,<=7jt
28,Wiraswasta,Ekesekutif Managerial,43.0,<=7jt
40,Pemerintah Lokal,Spesialis,40.0,>7jt
51,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
26,?,?,40.0,<=7jt
69,Pekerja Bebas Bukan Perusahan,Petani,40.0,<=7jt
52,Wiraswasta,Spesialis,40.0,>7jt
41,Pemerintah Negara,Pemuka Agama,38.0,>7jt
19,Wiraswasta,Tech-support,55.0,<=7jt
37,Wiraswasta,Pemuka Agama,38.0,<=7jt
36,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
53,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
37,Wiraswasta,Pemuka Agama,40.0,<=7jt
40,Wiraswasta,Pembersih,46.0,<=7jt
24,Wiraswasta,Pemuka Agama,40.0,<=7jt
40,Wiraswasta,Spesialis,36.0,<=7jt
24,Wiraswasta,Servis Lainnya,30.0,<=7jt
35,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
29,Wiraswasta,Sales,34.0,<=7jt
47,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,40.0,>7jt
25,Wiraswasta,Spesialis,65.0,<=7jt
47,Wiraswasta,Servis Lainnya,28.0,<=7jt
55,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
19,Wiraswasta,Pembersih,25.0,<=7jt
40,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
21,Wiraswasta,Sales,40.0,<=7jt
52,Wiraswasta,Pemuka Agama,40.0,<=7jt
26,Wiraswasta,Perbaikan Kerajinan,50.0,<=7jt
52,Pemerintah Provinsi,Pemuka Agama,40.0,<=7jt
30,Wiraswasta,Pemuka Agama,40.0,<=7jt
21,?,?,40.0,<=7jt
18,Pekerja Bebas Perusahaan,Petani,30.0,<=7jt
21,Pemerintah Negara,Servis Lainnya,10.0,<=7jt
50,Wiraswasta,Ekesekutif Managerial,55.0,>7jt
36,Wiraswasta,Spesialis,30.0,>7jt
35,Pemerintah Negara,Ekesekutif Managerial,80.0,<=7jt
23,?,?,10.0,<=7jt
32,Wiraswasta,Penjaga,30.0,<=7jt
37,Wiraswasta,Supir,50.0,<=7jt
25,Wiraswasta,Pemuka Agama,32.0,<=7jt
65,Wiraswasta,Pemuka Agama,40.0,<=7jt
43,Wiraswasta,Spesialis,30.0,<=7jt
27,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
34,Wiraswasta,Spesialis,45.0,>7jt
20,Wiraswasta,Pemuka Agama,35.0,<=7jt
34,Pekerja Bebas Bukan Perusahan,Ekesekutif Managerial,40.0,<=7jt
43,Pemerintah Provinsi,Supir,40.0,<=7jt
20,Pemerintah Negara,Spesialis,40.0,<=7jt
58,Pekerja Bebas Perusahaan,Perbaikan Kerajinan,50.0,>7jt
53,Pemerintah Negara,Spesialis,50.0,>7jt
30,Pemerintah Lokal,Spesialis,40.0,<=7jt
61,Wiraswasta,Spesialis,40.0,>7jt
45,Pekerja Bebas Bukan Perusahan,Sales,35.0,<=7jt
42,Wiraswasta,Servis Lainnya,40.0,<=7jt
46,Wiraswasta,Ekesekutif Managerial,50.0,<=7jt
23,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
38,Wiraswasta,Spesialis,40.0,>7jt
68,?,?,30.0,<=7jt
24,Wiraswasta,Pemuka Agama,50.0,<=7jt
37,Wiraswasta,Spesialis,40.0,<=7jt
36,Wiraswasta,Sales,40.0,<=7jt
57,Wiraswasta,Tech-support,40.0,>7jt
35,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
39,?,?,50.0,<=7jt
26,Wiraswasta,Pembersih,40.0,<=7jt
28,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
74,?,?,32.0,<=7jt
57,Pemerintah Provinsi,Spesialis,35.0,<=7jt
38,Pekerja Bebas Bukan Perusahan,Sales,55.0,<=7jt
32,Wiraswasta,Ekesekutif Managerial,70.0,<=7jt
60,Pekerja Bebas Bukan Perusahan,Servis Lainnya,50.0,<=7jt
30,Wiraswasta,Spesialis,38.0,<=7jt
36,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
38,Wiraswasta,Spesialis,40.0,<=7jt
34,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
57,Pemerintah Lokal,Spesialis,35.0,<=7jt
35,Wiraswasta,Spesialis,48.0,>7jt
70,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,12.0,>7jt
39,Pemerintah Lokal,Servis Lainnya,55.0,<=7jt
42,Wiraswasta,Spesialis,40.0,>7jt
22,Wiraswasta,Servis Lainnya,40.0,<=7jt
36,Wiraswasta,Penjaga,40.0,<=7jt
34,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,50.0,<=7jt
42,Pemerintah Lokal,Servis Lainnya,40.0,<=7jt
58,Pekerja Bebas Perusahaan,Spesialis,40.0,>7jt
39,Pekerja Bebas Bukan Perusahan,Petani,45.0,>7jt
39,Wiraswasta,Pembersih,40.0,<=7jt
40,Pekerja Bebas Bukan Perusahan,Sales,72.0,>7jt
43,Wiraswasta,Sales,50.0,>7jt
25,Wiraswasta,Spesialis,40.0,<=7jt
45,Pemerintah Lokal,Spesialis,55.0,<=7jt
41,Wiraswasta,Ekesekutif Managerial,60.0,>7jt
57,Wiraswasta,Ekesekutif Managerial,45.0,<=7jt
61,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
25,Wiraswasta,Sales,30.0,<=7jt
35,Wiraswasta,Servis Lainnya,38.0,<=7jt
51,Pekerja Bebas Bukan Perusahan,Petani,60.0,<=7jt
25,Wiraswasta,Pemuka Agama,40.0,<=7jt
24,Wiraswasta,Sales,15.0,<=7jt
53,Pemerintah Lokal,Ekesekutif Managerial,50.0,>7jt
32,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
24,Pemerintah Negara,Pemuka Agama,10.0,<=7jt
36,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
58,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
31,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
47,Pemerintah Lokal,Spesialis,40.0,<=7jt
41,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
20,Wiraswasta,Pembersih,40.0,<=7jt
47,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
51,Pekerja Bebas Bukan Perusahan,Ekesekutif Managerial,60.0,<=7jt
24,Wiraswasta,Tech-support,40.0,<=7jt
27,Wiraswasta,Ekesekutif Managerial,65.0,>7jt
27,?,?,40.0,<=7jt
32,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
66,Wiraswasta,Supir,11.0,<=7jt
30,Wiraswasta,Pemuka Agama,40.0,<=7jt
44,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
33,Pemerintah Provinsi,Supir,34.0,<=7jt
33,Pemerintah Negara,Spesialis,40.0,<=7jt
44,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
23,?,?,40.0,<=7jt
28,Wiraswasta,Pemuka Agama,16.0,<=7jt
27,Wiraswasta,Ekesekutif Managerial,45.0,>7jt
34,Wiraswasta,Spesialis,38.0,>7jt
33,Wiraswasta,Supir,40.0,<=7jt
66,Pemerintah Lokal,Spesialis,40.0,<=7jt
58,Pekerja Bebas Perusahaan,Spesialis,60.0,>7jt
25,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
41,?,?,30.0,<=7jt
19,Pekerja Bebas Bukan Perusahan,Servis Lainnya,24.0,<=7jt
25,Pemerintah Lokal,Tech-support,40.0,<=7jt
41,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,50.0,<=7jt
31,Pekerja Bebas Bukan Perusahan,Servis Lainnya,40.0,<=7jt
24,Wiraswasta,Sales,65.0,<=7jt
27,Wiraswasta,Supir,50.0,<=7jt
19,?,?,40.0,<=7jt
25,Pemerintah Lokal,Spesialis,35.0,<=7jt
51,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,20.0,<=7jt
27,Pemerintah Negara,Spesialis,60.0,<=7jt
35,Wiraswasta,Perbaikan Kerajinan,45.0,<=7jt
23,Wiraswasta,Tech-support,40.0,<=7jt
49,Wiraswasta,Pemuka Agama,40.0,>7jt
34,Wiraswasta,Spesialis,44.0,<=7jt
52,Wiraswasta,Servis Lainnya,25.0,<=7jt
42,Pemerintah Lokal,Petani,40.0,<=7jt
21,?,?,30.0,<=7jt
47,Wiraswasta,Mesin Inspeksi,44.0,>7jt
49,Pekerja Bebas Bukan Perusahan,Ekesekutif Managerial,7.0,>7jt
19,?,?,40.0,<=7jt
48,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
52,Wiraswasta,Tech-support,40.0,>7jt
31,Pemerintah Lokal,Ekesekutif Managerial,50.0,<=7jt
68,Wiraswasta,Perbaikan Kerajinan,44.0,<=7jt
18,Wiraswasta,Penjaga,40.0,<=7jt
61,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
40,Wiraswasta,Perbaikan Kerajinan,60.0,<=7jt
23,Wiraswasta,Spesialis,30.0,<=7jt
33,Wiraswasta,Perbaikan Kerajinan,84.0,<=7jt
40,Wiraswasta,Spesialis,60.0,>7jt
18,Wiraswasta,Sales,25.0,<=7jt
31,Wiraswasta,Sales,40.0,<=7jt
24,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
23,Wiraswasta,Sales,55.0,<=7jt
45,?,?,25.0,<=7jt
42,Wiraswasta,Servis Lainnya,25.0,<=7jt
71,Pemerintah Lokal,Servis Lainnya,6.0,<=7jt
41,Wiraswasta,Perbaikan Kerajinan,45.0,<=7jt
44,Wiraswasta,Ekesekutif Managerial,35.0,>7jt
34,Pemerintah Negara,Pemuka Agama,20.0,<=7jt
51,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
43,Pekerja Bebas Perusahaan,Ekesekutif Managerial,50.0,>7jt
43,Wiraswasta,Pembersih,40.0,>7jt
39,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
20,Wiraswasta,Perbaikan Kerajinan,60.0,<=7jt
29,Wiraswasta,Spesialis,40.0,>7jt
33,Wiraswasta,Pemuka Agama,35.0,<=7jt
63,?,?,40.0,<=7jt
80,Wiraswasta,Servis Lainnya,24.0,<=7jt
25,?,?,40.0,<=7jt
28,Wiraswasta,Supir,40.0,<=7jt
51,Wiraswasta,Spesialis,40.0,<=7jt
21,Wiraswasta,Servis Lainnya,35.0,<=7jt
25,?,?,50.0,<=7jt
63,Wiraswasta,Servis Lainnya,40.0,<=7jt
51,Wiraswasta,Ekesekutif Managerial,55.0,<=7jt
39,Wiraswasta,Supir,60.0,<=7jt
46,Wiraswasta,Sales,30.0,<=7jt
52,Wiraswasta,Pemuka Agama,38.0,<=7jt
21,Wiraswasta,Pemuka Agama,40.0,<=7jt
33,Wiraswasta,Spesialis,33.0,>7jt
49,Wiraswasta,Sales,45.0,<=7jt
54,Pekerja Bebas Perusahaan,Sales,50.0,>7jt
49,Pekerja Bebas Bukan Perusahan,Petani,60.0,<=7jt
59,Wiraswasta,Supir,40.0,>7jt
41,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
56,Wiraswasta,Spesialis,48.0,>7jt
37,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
23,Wiraswasta,Sales,55.0,<=7jt
31,Pemerintah Lokal,Pemuka Agama,35.0,<=7jt
24,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
54,Pekerja Bebas Bukan Perusahan,Sales,50.0,<=7jt
27,Pemerintah Lokal,Penjaga,40.0,<=7jt
33,Pekerja Bebas Bukan Perusahan,Spesialis,55.0,>7jt
40,Wiraswasta,Mesin Inspeksi,37.0,<=7jt
48,Wiraswasta,Perbaikan Kerajinan,45.0,>7jt
28,?,?,20.0,<=7jt
19,Wiraswasta,Servis Lainnya,52.0,<=7jt
47,Pemerintah Provinsi,Pemuka Agama,40.0,>7jt
23,?,?,40.0,<=7jt
24,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
39,Wiraswasta,Sales,50.0,>7jt
25,Wiraswasta,Servis Lainnya,10.0,<=7jt
29,Pemerintah Lokal,Penjaga,40.0,>7jt
41,Wiraswasta,Ekesekutif Managerial,50.0,<=7jt
29,Wiraswasta,Spesialis,46.0,>7jt
42,Wiraswasta,Pemuka Agama,40.0,>7jt
40,Wiraswasta,Pembersih,40.0,<=7jt
22,Wiraswasta,Sales,50.0,<=7jt
30,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
50,Wiraswasta,Sales,72.0,>7jt
44,Wiraswasta,Spesialis,35.0,>7jt
53,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
24,Wiraswasta,Penjaga,24.0,<=7jt
29,Wiraswasta,Supir,40.0,<=7jt
32,Wiraswasta,Pemuka Agama,35.0,<=7jt
31,Wiraswasta,Pemuka Agama,50.0,<=7jt
22,Wiraswasta,Supir,40.0,<=7jt
59,Wiraswasta,Servis Lainnya,40.0,<=7jt
23,Pemerintah Negara,Spesialis,27.0,<=7jt
46,Wiraswasta,Mesin Inspeksi,35.0,<=7jt
36,Pemerintah Provinsi,Pembersih,50.0,<=7jt
46,Pemerintah Lokal,Spesialis,40.0,>7jt
28,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
22,Pekerja Bebas Bukan Perusahan,Sales,20.0,<=7jt
52,Pemerintah Lokal,Spesialis,40.0,>7jt
56,Pekerja Bebas Bukan Perusahan,Ekesekutif Managerial,25.0,<=7jt
44,Wiraswasta,Petani,80.0,<=7jt
40,Wiraswasta,Tech-support,40.0,>7jt
62,Wiraswasta,Ekesekutif Managerial,55.0,<=7jt
44,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,40.0,>7jt
34,Pekerja Bebas Bukan Perusahan,Ekesekutif Managerial,60.0,<=7jt
37,?,?,55.0,<=7jt
31,Wiraswasta,Pemuka Agama,38.0,<=7jt
83,Pekerja Bebas Bukan Perusahan,Ekesekutif Managerial,8.0,<=7jt
56,Wiraswasta,Spesialis,45.0,>7jt
45,Pemerintah Lokal,Penjaga,50.0,>7jt
49,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
48,Pemerintah Provinsi,Pemuka Agama,42.0,<=7jt
57,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
33,Wiraswasta,Petani,40.0,<=7jt
24,Wiraswasta,Pemuka Agama,20.0,<=7jt
42,Pemerintah Lokal,Perbaikan Kerajinan,40.0,<=7jt
53,Wiraswasta,Servis Lainnya,40.0,<=7jt
56,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
40,Wiraswasta,Sales,40.0,<=7jt
49,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
40,Wiraswasta,Servis Lainnya,40.0,<=7jt
17,?,?,30.0,<=7jt
37,Wiraswasta,Petani,35.0,<=7jt
48,Pemerintah Lokal,Penjaga,40.0,<=7jt
38,Wiraswasta,Sales,50.0,>7jt
27,Wiraswasta,Sales,35.0,<=7jt
21,Pekerja Bebas Perusahaan,Petani,40.0,<=7jt
48,Pemerintah Negara,Ekesekutif Managerial,40.0,<=7jt
45,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
36,?,?,40.0,<=7jt
24,Wiraswasta,Tech-support,50.0,<=7jt
38,Wiraswasta,Sales,60.0,<=7jt
29,Wiraswasta,Ekesekutif Managerial,45.0,<=7jt
58,?,?,32.0,<=7jt
57,Pemerintah Provinsi,Ekesekutif Managerial,60.0,>7jt
66,Pekerja Bebas Bukan Perusahan,Sales,50.0,<=7jt
51,Pekerja Bebas Perusahaan,Ekesekutif Managerial,50.0,<=7jt
33,Pemerintah Negara,Petani,40.0,<=7jt
55,Pemerintah Negara,Perbaikan Kerajinan,43.0,>7jt
58,Pekerja Bebas Bukan Perusahan,Spesialis,40.0,<=7jt
35,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
31,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
33,Wiraswasta,Pemuka Agama,40.0,<=7jt
48,Wiraswasta,Mesin Inspeksi,50.0,<=7jt
50,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
38,Pekerja Bebas Perusahaan,Sales,60.0,>7jt
42,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
40,Wiraswasta,Sales,45.0,>7jt
24,Pekerja Bebas Bukan Perusahan,Petani,50.0,<=7jt
32,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
58,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
41,Wiraswasta,Perbaikan Kerajinan,60.0,<=7jt
56,Pekerja Bebas Perusahaan,Ekesekutif Managerial,50.0,>7jt
18,Wiraswasta,Supir,56.0,<=7jt
27,Wiraswasta,Spesialis,40.0,<=7jt
21,Wiraswasta,Sales,20.0,<=7jt
44,Wiraswasta,Spesialis,40.0,>7jt
27,Wiraswasta,Spesialis,40.0,<=7jt
74,Pekerja Bebas Bukan Perusahan,Spesialis,35.0,<=7jt
33,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,60.0,<=7jt
28,Wiraswasta,Penjaga,40.0,<=7jt
39,Wiraswasta,Spesialis,63.0,<=7jt
31,Wiraswasta,Sales,45.0,<=7jt
37,Wiraswasta,Servis Lainnya,60.0,>7jt
22,Pekerja Bebas Bukan Perusahan,Petani,35.0,<=7jt
27,Wiraswasta,Perbaikan Kerajinan,50.0,<=7jt
83,Pekerja Bebas Bukan Perusahan,Petani,20.0,<=7jt
58,Wiraswasta,Spesialis,60.0,>7jt
62,Wiraswasta,Spesialis,40.0,>7jt
22,Wiraswasta,Ekesekutif Managerial,20.0,<=7jt
31,Pekerja Bebas Bukan Perusahan,Tech-support,40.0,<=7jt
28,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
53,Wiraswasta,Supir,45.0,<=7jt
26,Pemerintah Negara,Penjaga,40.0,<=7jt
54,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
34,Pemerintah Lokal,Servis Lainnya,50.0,<=7jt
64,Pekerja Bebas Perusahaan,Perbaikan Kerajinan,40.0,>7jt
36,Wiraswasta,Sales,45.0,<=7jt
35,Wiraswasta,Sales,40.0,<=7jt
59,Wiraswasta,Supir,40.0,<=7jt
26,Wiraswasta,Supir,40.0,<=7jt
17,Wiraswasta,Sales,15.0,<=7jt
37,Wiraswasta,Perbaikan Kerajinan,50.0,<=7jt
46,Pemerintah Lokal,Spesialis,38.0,>7jt
20,Wiraswasta,Sales,40.0,<=7jt
37,Wiraswasta,Sales,50.0,<=7jt
42,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
34,Wiraswasta,Asisten Rumah Tangga,30.0,<=7jt
21,Wiraswasta,Petani,25.0,<=7jt
22,Wiraswasta,Pemuka Agama,20.0,<=7jt
47,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
43,Pemerintah Negara,Servis Lainnya,30.0,<=7jt
59,Pekerja Bebas Bukan Perusahan,Petani,30.0,<=7jt
29,Pemerintah Negara,Spesialis,35.0,<=7jt
51,Pekerja Bebas Perusahaan,Sales,40.0,<=7jt
43,Pekerja Bebas Perusahaan,Ekesekutif Managerial,75.0,<=7jt
28,Pemerintah Provinsi,Pemuka Agama,40.0,>7jt
68,Wiraswasta,Spesialis,40.0,>7jt
17,Pemerintah Lokal,Pemuka Agama,20.0,<=7jt
90,Wiraswasta,Sales,15.0,>7jt
32,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
35,?,?,40.0,<=7jt
26,Wiraswasta,Pembersih,40.0,<=7jt
37,Wiraswasta,Pembersih,40.0,>7jt
53,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
35,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
34,Wiraswasta,Mesin Inspeksi,50.0,<=7jt
37,Wiraswasta,Sales,40.0,<=7jt
45,Pemerintah Provinsi,Supir,65.0,>7jt
55,Pekerja Bebas Bukan Perusahan,Sales,35.0,<=7jt
53,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
17,Wiraswasta,Sales,35.0,<=7jt
33,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
57,Wiraswasta,Servis Lainnya,52.0,<=7jt
45,Wiraswasta,Perbaikan Kerajinan,45.0,<=7jt
27,Wiraswasta,Servis Lainnya,40.0,<=7jt
28,Wiraswasta,Servis Lainnya,40.0,<=7jt
38,Wiraswasta,Ekesekutif Managerial,45.0,>7jt
53,Wiraswasta,Pembersih,41.0,>7jt
24,Wiraswasta,Ekesekutif Managerial,38.0,<=7jt
48,Wiraswasta,Pemuka Agama,40.0,>7jt
46,Wiraswasta,Asisten Rumah Tangga,25.0,<=7jt
21,?,?,40.0,<=7jt
41,?,?,40.0,<=7jt
49,Pekerja Bebas Bukan Perusahan,Petani,50.0,>7jt
17,Pekerja Bebas Bukan Perusahan,Sales,45.0,<=7jt
25,Pemerintah Negara,Pembersih,40.0,<=7jt
42,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
37,Wiraswasta,Pemuka Agama,40.0,<=7jt
62,?,?,4.0,<=7jt
53,Wiraswasta,Supir,40.0,<=7jt
29,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
38,Pemerintah Provinsi,Ekesekutif Managerial,40.0,>7jt
37,Wiraswasta,Pemuka Agama,70.0,>7jt
31,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
26,Wiraswasta,Servis Lainnya,40.0,<=7jt
31,Wiraswasta,Pemuka Agama,40.0,<=7jt
24,Wiraswasta,Pembersih,40.0,<=7jt
55,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
39,Wiraswasta,Servis Lainnya,40.0,<=7jt
42,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
28,Wiraswasta,Pembersih,40.0,<=7jt
25,Wiraswasta,Pemuka Agama,40.0,<=7jt
54,Wiraswasta,Perbaikan Kerajinan,45.0,<=7jt
37,Wiraswasta,Pembersih,50.0,<=7jt
48,Wiraswasta,Ekesekutif Managerial,47.0,<=7jt
31,Pemerintah Lokal,Spesialis,40.0,<=7jt
55,Pemerintah Provinsi,Ekesekutif Managerial,40.0,>7jt
31,Wiraswasta,Servis Lainnya,28.0,<=7jt
50,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
47,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
32,Pemerintah Lokal,Spesialis,55.0,<=7jt
24,Wiraswasta,Pembersih,24.0,<=7jt
53,Pekerja Bebas Perusahaan,Supir,45.0,>7jt
21,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
62,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
24,Wiraswasta,Perbaikan Kerajinan,48.0,<=7jt
